word,part_of_speech,semantic_category,errors/0/misspelling,errors/0/error_type,errors/0/frequency,errors/0/severity,errors/0/affected_portion,errors/1/misspelling,errors/1/error_type,errors/1/frequency,errors/1/severity,errors/1/affected_portion,errors/2/misspelling,errors/2/error_type,errors/2/frequency,errors/2/severity,errors/2/affected_portion,errors/3/misspelling,errors/3/error_type,errors/3/frequency,errors/3/severity,errors/3/affected_portion,errors/4/misspelling,errors/4/error_type,errors/4/frequency,errors/4/severity,errors/4/affected_portion,errors/5/misspelling,errors/5/error_type,errors/5/frequency,errors/5/severity,errors/5/affected_portion
kambo,noun,extended_family,kamdo,letter reversal,8,1,b → d,kembo,vowel substitution,15,1,a → e,mbo,syllable omission,5,5,ka,,,,,,,,,,,,,,,
kambo,noun,extended_family,kamdo,letter reversal,15,2,b → d,kembo,vowel substitution,16,5,a → e,mbo,syllable omission,9,5,ka,,,,,,,,,,,,,,,
kambo,noun,extended_family,kamdo,letter reversal,6,3,b → d,kembo,vowel substitution,15,4,a → e,mbo,syllable omission,5,3,ka,,,,,,,,,,,,,,,
kambo,noun,extended_family,kamdo,letter reversal,8,1,b → d,kembo,vowel substitution,18,4,a → e,mbo,syllable omission,1,2,ka,,,,,,,,,,,,,,,
kambo,noun,extended_family,kamdo,letter reversal,8,1,b → d,kembo,vowel substitution,11,4,a → e,mbo,syllable omission,6,4,ka,,,,,,,,,,,,,,,
kambo,noun,extended_family,kamdo,letter reversal,5,3,b → d,kembo,vowel substitution,9,3,a → e,mbo,syllable omission,6,4,ka,,,,,,,,,,,,,,,
kambo,noun,extended_family,kamdo,letter reversal,14,2,b → d,kembo,vowel substitution,21,1,a → e,mbo,syllable omission,4,2,ka,,,,,,,,,,,,,,,
kambo,noun,extended_family,kamdo,letter reversal,10,5,b → d,kembo,vowel substitution,17,5,a → e,mbo,syllable omission,9,2,ka,,,,,,,,,,,,,,,
kambo,noun,extended_family,kamdo,letter reversal,17,2,b → d,kembo,vowel substitution,17,4,a → e,mbo,syllable omission,3,5,ka,,,,,,,,,,,,,,,
kambo,noun,extended_family,kamdo,letter reversal,11,5,b → d,kembo,vowel substitution,24,4,a → e,mbo,syllable omission,7,4,ka,,,,,,,,,,,,,,,
kambo,noun,extended_family,kamdo,letter reversal,8,2,b → d,kembo,vowel substitution,20,2,a → e,mbo,syllable omission,2,3,ka,,,,,,,,,,,,,,,
kambo,noun,extended_family,kamdo,letter reversal,11,5,b → d,kembo,vowel substitution,12,2,a → e,mbo,syllable omission,2,2,ka,,,,,,,,,,,,,,,
mama mkubwa,noun,extended_family,mama mkudwa,letter reversal,16,2,b → d,amam mkubwa,letter swap,8,4,ma → am,meme mkubwe,vowel substitution,19,4,a → e,mama mkobwa,vowel substitution,6,4,u → o,ma mkubwa,syllable omission,5,2,ma,,,,,
mama mkubwa,noun,extended_family,mama mkudwa,letter reversal,13,3,b → d,amam mkubwa,letter swap,15,4,ma → am,meme mkubwe,vowel substitution,10,5,a → e,mama mkobwa,vowel substitution,14,5,u → o,ma mkubwa,syllable omission,9,3,ma,,,,,
mama mkubwa,noun,extended_family,mama mkudwa,letter reversal,9,2,b → d,amam mkubwa,letter swap,4,4,ma → am,meme mkubwe,vowel substitution,21,3,a → e,mama mkobwa,vowel substitution,22,2,u → o,ma mkubwa,syllable omission,10,4,ma,,,,,
mama mkubwa,noun,extended_family,mama mkudwa,letter reversal,5,4,b → d,amam mkubwa,letter swap,7,3,ma → am,meme mkubwe,vowel substitution,23,1,a → e,mama mkobwa,vowel substitution,20,5,u → o,ma mkubwa,syllable omission,2,3,ma,,,,,
mama mkubwa,noun,extended_family,mama mkudwa,letter reversal,14,5,b → d,amam mkubwa,letter swap,7,3,ma → am,meme mkubwe,vowel substitution,13,4,a → e,mama mkobwa,vowel substitution,22,4,u → o,ma mkubwa,syllable omission,10,4,ma,,,,,
mama mkubwa,noun,extended_family,mama mkudwa,letter reversal,18,4,b → d,amam mkubwa,letter swap,14,4,ma → am,meme mkubwe,vowel substitution,19,3,a → e,mama mkobwa,vowel substitution,23,2,u → o,ma mkubwa,syllable omission,7,4,ma,,,,,
mama mkubwa,noun,extended_family,mama mkudwa,letter reversal,5,4,b → d,amam mkubwa,letter swap,4,2,ma → am,meme mkubwe,vowel substitution,24,2,a → e,mama mkobwa,vowel substitution,10,4,u → o,ma mkubwa,syllable omission,5,2,ma,,,,,
mama mkubwa,noun,extended_family,mama mkudwa,letter reversal,8,3,b → d,amam mkubwa,letter swap,11,3,ma → am,meme mkubwe,vowel substitution,16,2,a → e,mama mkobwa,vowel substitution,19,4,u → o,ma mkubwa,syllable omission,2,3,ma,,,,,
mama mkubwa,noun,extended_family,mama mkudwa,letter reversal,5,4,b → d,amam mkubwa,letter swap,11,1,ma → am,meme mkubwe,vowel substitution,16,1,a → e,mama mkobwa,vowel substitution,5,1,u → o,ma mkubwa,syllable omission,1,4,ma,,,,,
mama mkubwa,noun,extended_family,mama mkudwa,letter reversal,15,4,b → d,amam mkubwa,letter swap,5,2,ma → am,meme mkubwe,vowel substitution,8,1,a → e,mama mkobwa,vowel substitution,16,1,u → o,ma mkubwa,syllable omission,3,3,ma,,,,,
mama mkubwa,noun,extended_family,mama mkudwa,letter reversal,10,2,b → d,amam mkubwa,letter swap,6,3,ma → am,meme mkubwe,vowel substitution,25,3,a → e,mama mkobwa,vowel substitution,19,4,u → o,ma mkubwa,syllable omission,5,5,ma,,,,,
mama mkubwa,noun,extended_family,mama mkudwa,letter reversal,5,3,b → d,amam mkubwa,letter swap,8,4,ma → am,meme mkubwe,vowel substitution,10,1,a → e,mama mkobwa,vowel substitution,24,3,u → o,ma mkubwa,syllable omission,5,3,ma,,,,,
mama mkubwa,noun,extended_family,mama mkudwa,letter reversal,6,5,b → d,amam mkubwa,letter swap,14,3,ma → am,meme mkubwe,vowel substitution,12,2,a → e,mama mkobwa,vowel substitution,20,2,u → o,ma mkubwa,syllable omission,8,4,ma,,,,,
mama mkubwa,noun,extended_family,mama mkudwa,letter reversal,12,1,b → d,amam mkubwa,letter swap,12,2,ma → am,meme mkubwe,vowel substitution,15,1,a → e,mama mkobwa,vowel substitution,11,4,u → o,ma mkubwa,syllable omission,10,3,ma,,,,,
mama mkubwa,noun,extended_family,mama mkudwa,letter reversal,8,5,b → d,amam mkubwa,letter swap,3,1,ma → am,meme mkubwe,vowel substitution,8,2,a → e,mama mkobwa,vowel substitution,14,5,u → o,ma mkubwa,syllable omission,2,3,ma,,,,,
mama mkubwa,noun,extended_family,mama mkudwa,letter reversal,18,5,b → d,amam mkubwa,letter swap,3,4,ma → am,meme mkubwe,vowel substitution,23,4,a → e,mama mkobwa,vowel substitution,24,1,u → o,ma mkubwa,syllable omission,10,4,ma,,,,,
mama mkubwa,noun,extended_family,mama mkudwa,letter reversal,6,5,b → d,amam mkubwa,letter swap,15,4,ma → am,meme mkubwe,vowel substitution,11,4,a → e,mama mkobwa,vowel substitution,9,2,u → o,ma mkubwa,syllable omission,10,3,ma,,,,,
mama mkubwa,noun,extended_family,mama mkudwa,letter reversal,15,2,b → d,amam mkubwa,letter swap,7,4,ma → am,meme mkubwe,vowel substitution,22,5,a → e,mama mkobwa,vowel substitution,18,5,u → o,ma mkubwa,syllable omission,8,5,ma,,,,,
mama mkubwa,noun,extended_family,mama mkudwa,letter reversal,20,3,b → d,amam mkubwa,letter swap,13,3,ma → am,meme mkubwe,vowel substitution,11,1,a → e,mama mkobwa,vowel substitution,8,5,u → o,ma mkubwa,syllable omission,9,4,ma,,,,,
mama mkubwa,noun,extended_family,mama mkudwa,letter reversal,9,4,b → d,amam mkubwa,letter swap,10,2,ma → am,meme mkubwe,vowel substitution,14,2,a → e,mama mkobwa,vowel substitution,18,5,u → o,ma mkubwa,syllable omission,4,3,ma,,,,,
baba mdogo,noun,extended_family,dada mdogo,letter reversal,15,4,b → d,bebe mdogo,vowel substitution,6,1,a → e,ba mdogo,syllable omission,7,5,ba,,,,,,,,,,,,,,,
baba mdogo,noun,extended_family,dada mdogo,letter reversal,5,3,b → d,bebe mdogo,vowel substitution,18,1,a → e,ba mdogo,syllable omission,3,2,ba,,,,,,,,,,,,,,,
baba mdogo,noun,extended_family,dada mdogo,letter reversal,19,3,b → d,bebe mdogo,vowel substitution,17,2,a → e,ba mdogo,syllable omission,9,3,ba,,,,,,,,,,,,,,,
baba mdogo,noun,extended_family,dada mdogo,letter reversal,13,1,b → d,bebe mdogo,vowel substitution,15,1,a → e,ba mdogo,syllable omission,3,4,ba,,,,,,,,,,,,,,,
baba mdogo,noun,extended_family,dada mdogo,letter reversal,9,5,b → d,bebe mdogo,vowel substitution,15,3,a → e,ba mdogo,syllable omission,5,2,ba,,,,,,,,,,,,,,,
baba mdogo,noun,extended_family,dada mdogo,letter reversal,10,4,b → d,bebe mdogo,vowel substitution,23,1,a → e,ba mdogo,syllable omission,2,2,ba,,,,,,,,,,,,,,,
baba mdogo,noun,extended_family,dada mdogo,letter reversal,17,1,b → d,bebe mdogo,vowel substitution,18,3,a → e,ba mdogo,syllable omission,5,3,ba,,,,,,,,,,,,,,,
baba mdogo,noun,extended_family,dada mdogo,letter reversal,18,1,b → d,bebe mdogo,vowel substitution,9,5,a → e,ba mdogo,syllable omission,10,3,ba,,,,,,,,,,,,,,,
baba mdogo,noun,extended_family,dada mdogo,letter reversal,12,4,b → d,bebe mdogo,vowel substitution,10,4,a → e,ba mdogo,syllable omission,3,3,ba,,,,,,,,,,,,,,,
baba mdogo,noun,extended_family,dada mdogo,letter reversal,6,5,b → d,bebe mdogo,vowel substitution,23,3,a → e,ba mdogo,syllable omission,1,2,ba,,,,,,,,,,,,,,,
baba mdogo,noun,extended_family,dada mdogo,letter reversal,9,4,b → d,bebe mdogo,vowel substitution,20,2,a → e,ba mdogo,syllable omission,7,5,ba,,,,,,,,,,,,,,,
baba mdogo,noun,extended_family,dada mdogo,letter reversal,8,2,b → d,bebe mdogo,vowel substitution,13,3,a → e,ba mdogo,syllable omission,5,3,ba,,,,,,,,,,,,,,,
baba mdogo,noun,extended_family,dada mdogo,letter reversal,15,1,b → d,bebe mdogo,vowel substitution,17,1,a → e,ba mdogo,syllable omission,6,2,ba,,,,,,,,,,,,,,,
baba mdogo,noun,extended_family,dada mdogo,letter reversal,12,4,b → d,bebe mdogo,vowel substitution,13,2,a → e,ba mdogo,syllable omission,5,5,ba,,,,,,,,,,,,,,,
baba mdogo,noun,extended_family,dada mdogo,letter reversal,6,5,b → d,bebe mdogo,vowel substitution,5,2,a → e,ba mdogo,syllable omission,10,4,ba,,,,,,,,,,,,,,,
baba mdogo,noun,extended_family,dada mdogo,letter reversal,8,4,b → d,bebe mdogo,vowel substitution,23,5,a → e,ba mdogo,syllable omission,9,4,ba,,,,,,,,,,,,,,,
baba mdogo,noun,extended_family,dada mdogo,letter reversal,15,2,b → d,bebe mdogo,vowel substitution,18,4,a → e,ba mdogo,syllable omission,3,4,ba,,,,,,,,,,,,,,,
baba mdogo,noun,extended_family,dada mdogo,letter reversal,10,4,b → d,bebe mdogo,vowel substitution,5,4,a → e,ba mdogo,syllable omission,6,5,ba,,,,,,,,,,,,,,,
baba mdogo,noun,extended_family,dada mdogo,letter reversal,11,4,b → d,bebe mdogo,vowel substitution,7,1,a → e,ba mdogo,syllable omission,1,2,ba,,,,,,,,,,,,,,,
baba mdogo,noun,extended_family,dada mdogo,letter reversal,14,5,b → d,bebe mdogo,vowel substitution,14,3,a → e,ba mdogo,syllable omission,8,2,ba,,,,,,,,,,,,,,,
Januari,noun,months,Jenueri,vowel substitution,10,1,a → e,Januare,vowel substitution,18,1,i → e,Janoari,vowel substitution,12,1,u → o,nuari,syllable omission,6,5,Ja,,,,,,,,,,
Januari,noun,months,Jenueri,vowel substitution,8,1,a → e,Januare,vowel substitution,17,4,i → e,Janoari,vowel substitution,23,2,u → o,nuari,syllable omission,2,2,Ja,,,,,,,,,,
Januari,noun,months,Jenueri,vowel substitution,8,5,a → e,Januare,vowel substitution,6,1,i → e,Janoari,vowel substitution,15,1,u → o,nuari,syllable omission,4,2,Ja,,,,,,,,,,
Januari,noun,months,Jenueri,vowel substitution,9,5,a → e,Januare,vowel substitution,15,3,i → e,Janoari,vowel substitution,20,4,u → o,nuari,syllable omission,4,4,Ja,,,,,,,,,,
Januari,noun,months,Jenueri,vowel substitution,8,3,a → e,Januare,vowel substitution,16,4,i → e,Janoari,vowel substitution,16,5,u → o,nuari,syllable omission,3,2,Ja,,,,,,,,,,
Januari,noun,months,Jenueri,vowel substitution,14,2,a → e,Januare,vowel substitution,16,1,i → e,Janoari,vowel substitution,15,1,u → o,nuari,syllable omission,4,2,Ja,,,,,,,,,,
Januari,noun,months,Jenueri,vowel substitution,22,2,a → e,Januare,vowel substitution,23,1,i → e,Janoari,vowel substitution,24,5,u → o,nuari,syllable omission,6,3,Ja,,,,,,,,,,
Januari,noun,months,Jenueri,vowel substitution,7,5,a → e,Januare,vowel substitution,20,4,i → e,Janoari,vowel substitution,17,2,u → o,nuari,syllable omission,9,3,Ja,,,,,,,,,,
Januari,noun,months,Jenueri,vowel substitution,20,3,a → e,Januare,vowel substitution,16,4,i → e,Janoari,vowel substitution,25,1,u → o,nuari,syllable omission,4,3,Ja,,,,,,,,,,
Januari,noun,months,Jenueri,vowel substitution,7,2,a → e,Januare,vowel substitution,18,4,i → e,Janoari,vowel substitution,9,1,u → o,nuari,syllable omission,9,2,Ja,,,,,,,,,,
Januari,noun,months,Jenueri,vowel substitution,7,2,a → e,Januare,vowel substitution,21,2,i → e,Janoari,vowel substitution,6,3,u → o,nuari,syllable omission,4,4,Ja,,,,,,,,,,
Januari,noun,months,Jenueri,vowel substitution,14,2,a → e,Januare,vowel substitution,17,2,i → e,Janoari,vowel substitution,14,1,u → o,nuari,syllable omission,4,4,Ja,,,,,,,,,,
Januari,noun,months,Jenueri,vowel substitution,22,3,a → e,Januare,vowel substitution,7,5,i → e,Janoari,vowel substitution,22,3,u → o,nuari,syllable omission,4,4,Ja,,,,,,,,,,
Januari,noun,months,Jenueri,vowel substitution,15,3,a → e,Januare,vowel substitution,22,5,i → e,Janoari,vowel substitution,17,5,u → o,nuari,syllable omission,8,2,Ja,,,,,,,,,,
Januari,noun,months,Jenueri,vowel substitution,15,3,a → e,Januare,vowel substitution,17,5,i → e,Janoari,vowel substitution,6,3,u → o,nuari,syllable omission,2,2,Ja,,,,,,,,,,
Januari,noun,months,Jenueri,vowel substitution,23,3,a → e,Januare,vowel substitution,18,3,i → e,Janoari,vowel substitution,8,4,u → o,nuari,syllable omission,10,4,Ja,,,,,,,,,,
Januari,noun,months,Jenueri,vowel substitution,11,4,a → e,Januare,vowel substitution,21,1,i → e,Janoari,vowel substitution,22,4,u → o,nuari,syllable omission,1,2,Ja,,,,,,,,,,
Januari,noun,months,Jenueri,vowel substitution,23,3,a → e,Januare,vowel substitution,13,5,i → e,Janoari,vowel substitution,14,3,u → o,nuari,syllable omission,6,5,Ja,,,,,,,,,,
Januari,noun,months,Jenueri,vowel substitution,8,3,a → e,Januare,vowel substitution,24,4,i → e,Janoari,vowel substitution,5,3,u → o,nuari,syllable omission,9,3,Ja,,,,,,,,,,
Januari,noun,months,Jenueri,vowel substitution,12,4,a → e,Januare,vowel substitution,25,3,i → e,Janoari,vowel substitution,10,4,u → o,nuari,syllable omission,7,4,Ja,,,,,,,,,,
Februari,noun,months,Fedruari,letter reversal,20,4,b → d,Februeri,vowel substitution,22,2,a → e,Fibruari,vowel substitution,24,2,e → i,Februare,vowel substitution,9,5,i → e,Febroari,vowel substitution,16,4,u → o,bruari,syllable omission,6,2,Fe
Februari,noun,months,Fedruari,letter reversal,15,1,b → d,Februeri,vowel substitution,21,2,a → e,Fibruari,vowel substitution,10,2,e → i,Februare,vowel substitution,23,1,i → e,Febroari,vowel substitution,8,3,u → o,bruari,syllable omission,7,4,Fe
Februari,noun,months,Fedruari,letter reversal,8,4,b → d,Februeri,vowel substitution,17,1,a → e,Fibruari,vowel substitution,6,1,e → i,Februare,vowel substitution,10,5,i → e,Febroari,vowel substitution,21,2,u → o,bruari,syllable omission,3,4,Fe
Februari,noun,months,Fedruari,letter reversal,17,3,b → d,Februeri,vowel substitution,8,2,a → e,Fibruari,vowel substitution,18,1,e → i,Februare,vowel substitution,13,3,i → e,Febroari,vowel substitution,22,5,u → o,bruari,syllable omission,9,3,Fe
Februari,noun,months,Fedruari,letter reversal,9,4,b → d,Februeri,vowel substitution,17,1,a → e,Fibruari,vowel substitution,23,5,e → i,Februare,vowel substitution,16,3,i → e,Febroari,vowel substitution,14,3,u → o,bruari,syllable omission,3,3,Fe
Februari,noun,months,Fedruari,letter reversal,5,1,b → d,Februeri,vowel substitution,15,4,a → e,Fibruari,vowel substitution,20,4,e → i,Februare,vowel substitution,10,1,i → e,Febroari,vowel substitution,23,2,u → o,bruari,syllable omission,6,3,Fe
Februari,noun,months,Fedruari,letter reversal,11,4,b → d,Februeri,vowel substitution,23,2,a → e,Fibruari,vowel substitution,15,3,e → i,Februare,vowel substitution,10,1,i → e,Febroari,vowel substitution,18,4,u → o,bruari,syllable omission,10,4,Fe
Februari,noun,months,Fedruari,letter reversal,11,2,b → d,Februeri,vowel substitution,18,3,a → e,Fibruari,vowel substitution,16,4,e → i,Februare,vowel substitution,16,4,i → e,Febroari,vowel substitution,15,3,u → o,bruari,syllable omission,10,2,Fe
Februari,noun,months,Fedruari,letter reversal,11,2,b → d,Februeri,vowel substitution,14,2,a → e,Fibruari,vowel substitution,25,2,e → i,Februare,vowel substitution,8,3,i → e,Febroari,vowel substitution,13,5,u → o,bruari,syllable omission,8,4,Fe
Februari,noun,months,Fedruari,letter reversal,13,1,b → d,Februeri,vowel substitution,15,4,a → e,Fibruari,vowel substitution,7,1,e → i,Februare,vowel substitution,11,2,i → e,Febroari,vowel substitution,22,4,u → o,bruari,syllable omission,6,3,Fe
Februari,noun,months,Fedruari,letter reversal,6,1,b → d,Februeri,vowel substitution,22,5,a → e,Fibruari,vowel substitution,9,4,e → i,Februare,vowel substitution,10,5,i → e,Febroari,vowel substitution,12,2,u → o,bruari,syllable omission,7,5,Fe
Februari,noun,months,Fedruari,letter reversal,16,5,b → d,Februeri,vowel substitution,11,1,a → e,Fibruari,vowel substitution,6,2,e → i,Februare,vowel substitution,5,2,i → e,Febroari,vowel substitution,18,5,u → o,bruari,syllable omission,10,3,Fe
Februari,noun,months,Fedruari,letter reversal,18,1,b → d,Februeri,vowel substitution,25,1,a → e,Fibruari,vowel substitution,12,1,e → i,Februare,vowel substitution,15,5,i → e,Febroari,vowel substitution,13,4,u → o,bruari,syllable omission,8,4,Fe
Februari,noun,months,Fedruari,letter reversal,10,4,b → d,Februeri,vowel substitution,11,2,a → e,Fibruari,vowel substitution,20,5,e → i,Februare,vowel substitution,11,2,i → e,Febroari,vowel substitution,19,3,u → o,bruari,syllable omission,4,4,Fe
Februari,noun,months,Fedruari,letter reversal,5,2,b → d,Februeri,vowel substitution,21,2,a → e,Fibruari,vowel substitution,15,3,e → i,Februare,vowel substitution,12,3,i → e,Febroari,vowel substitution,9,1,u → o,bruari,syllable omission,3,2,Fe
Februari,noun,months,Fedruari,letter reversal,11,1,b → d,Februeri,vowel substitution,20,2,a → e,Fibruari,vowel substitution,8,3,e → i,Februare,vowel substitution,15,3,i → e,Febroari,vowel substitution,12,1,u → o,bruari,syllable omission,10,3,Fe
Februari,noun,months,Fedruari,letter reversal,12,3,b → d,Februeri,vowel substitution,12,2,a → e,Fibruari,vowel substitution,11,4,e → i,Februare,vowel substitution,9,1,i → e,Febroari,vowel substitution,10,5,u → o,bruari,syllable omission,6,3,Fe
Februari,noun,months,Fedruari,letter reversal,16,1,b → d,Februeri,vowel substitution,19,5,a → e,Fibruari,vowel substitution,7,1,e → i,Februare,vowel substitution,16,3,i → e,Febroari,vowel substitution,10,5,u → o,bruari,syllable omission,1,4,Fe
Februari,noun,months,Fedruari,letter reversal,13,2,b → d,Februeri,vowel substitution,23,4,a → e,Fibruari,vowel substitution,6,3,e → i,Februare,vowel substitution,23,4,i → e,Febroari,vowel substitution,16,1,u → o,bruari,syllable omission,8,4,Fe
Februari,noun,months,Fedruari,letter reversal,20,2,b → d,Februeri,vowel substitution,16,1,a → e,Fibruari,vowel substitution,13,3,e → i,Februare,vowel substitution,13,1,i → e,Febroari,vowel substitution,10,1,u → o,bruari,syllable omission,4,5,Fe
Machi,noun,months,Mechi,vowel substitution,5,1,a → e,Mache,vowel substitution,10,1,i → e,chi,syllable omission,2,4,Ma,,,,,,,,,,,,,,,
Machi,noun,months,Mechi,vowel substitution,9,3,a → e,Mache,vowel substitution,8,1,i → e,chi,syllable omission,7,4,Ma,,,,,,,,,,,,,,,
Machi,noun,months,Mechi,vowel substitution,21,1,a → e,Mache,vowel substitution,21,1,i → e,chi,syllable omission,4,3,Ma,,,,,,,,,,,,,,,
Machi,noun,months,Mechi,vowel substitution,18,5,a → e,Mache,vowel substitution,20,3,i → e,chi,syllable omission,4,2,Ma,,,,,,,,,,,,,,,
Machi,noun,months,Mechi,vowel substitution,9,5,a → e,Mache,vowel substitution,16,4,i → e,chi,syllable omission,6,5,Ma,,,,,,,,,,,,,,,
Machi,noun,months,Mechi,vowel substitution,5,5,a → e,Mache,vowel substitution,12,2,i → e,chi,syllable omission,1,5,Ma,,,,,,,,,,,,,,,
Machi,noun,months,Mechi,vowel substitution,22,3,a → e,Mache,vowel substitution,7,1,i → e,chi,syllable omission,7,3,Ma,,,,,,,,,,,,,,,
Machi,noun,months,Mechi,vowel substitution,12,5,a → e,Mache,vowel substitution,8,3,i → e,chi,syllable omission,9,2,Ma,,,,,,,,,,,,,,,
Machi,noun,months,Mechi,vowel substitution,18,5,a → e,Mache,vowel substitution,21,1,i → e,chi,syllable omission,8,2,Ma,,,,,,,,,,,,,,,
Machi,noun,months,Mechi,vowel substitution,20,4,a → e,Mache,vowel substitution,14,5,i → e,chi,syllable omission,8,5,Ma,,,,,,,,,,,,,,,
Machi,noun,months,Mechi,vowel substitution,8,2,a → e,Mache,vowel substitution,13,5,i → e,chi,syllable omission,3,4,Ma,,,,,,,,,,,,,,,
Machi,noun,months,Mechi,vowel substitution,22,3,a → e,Mache,vowel substitution,12,1,i → e,chi,syllable omission,1,3,Ma,,,,,,,,,,,,,,,
Machi,noun,months,Mechi,vowel substitution,14,5,a → e,Mache,vowel substitution,20,1,i → e,chi,syllable omission,6,4,Ma,,,,,,,,,,,,,,,
Machi,noun,months,Mechi,vowel substitution,14,2,a → e,Mache,vowel substitution,22,5,i → e,chi,syllable omission,7,2,Ma,,,,,,,,,,,,,,,
Machi,noun,months,Mechi,vowel substitution,20,4,a → e,Mache,vowel substitution,13,1,i → e,chi,syllable omission,7,4,Ma,,,,,,,,,,,,,,,
Machi,noun,months,Mechi,vowel substitution,11,3,a → e,Mache,vowel substitution,16,2,i → e,chi,syllable omission,2,5,Ma,,,,,,,,,,,,,,,
Machi,noun,months,Mechi,vowel substitution,20,4,a → e,Mache,vowel substitution,24,5,i → e,chi,syllable omission,5,4,Ma,,,,,,,,,,,,,,,
Machi,noun,months,Mechi,vowel substitution,24,2,a → e,Mache,vowel substitution,21,5,i → e,chi,syllable omission,2,4,Ma,,,,,,,,,,,,,,,
Machi,noun,months,Mechi,vowel substitution,15,2,a → e,Mache,vowel substitution,22,3,i → e,chi,syllable omission,6,4,Ma,,,,,,,,,,,,,,,
Machi,noun,months,Mechi,vowel substitution,24,5,a → e,Mache,vowel substitution,14,5,i → e,chi,syllable omission,7,4,Ma,,,,,,,,,,,,,,,
Aprili,noun,months,Aprele,vowel substitution,18,4,i → e,Apriri,consonant confusion,11,3,l → r,rili,syllable omission,1,5,Ap,,,,,,,,,,,,,,,
Aprili,noun,months,Aprele,vowel substitution,25,2,i → e,Apriri,consonant confusion,19,2,l → r,rili,syllable omission,10,2,Ap,,,,,,,,,,,,,,,
Aprili,noun,months,Aprele,vowel substitution,24,2,i → e,Apriri,consonant confusion,10,4,l → r,rili,syllable omission,2,5,Ap,,,,,,,,,,,,,,,
Aprili,noun,months,Aprele,vowel substitution,9,5,i → e,Apriri,consonant confusion,19,2,l → r,rili,syllable omission,9,3,Ap,,,,,,,,,,,,,,,
Aprili,noun,months,Aprele,vowel substitution,20,1,i → e,Apriri,consonant confusion,12,3,l → r,rili,syllable omission,6,3,Ap,,,,,,,,,,,,,,,
Aprili,noun,months,Aprele,vowel substitution,9,1,i → e,Apriri,consonant confusion,20,4,l → r,rili,syllable omission,7,4,Ap,,,,,,,,,,,,,,,
Aprili,noun,months,Aprele,vowel substitution,9,5,i → e,Apriri,consonant confusion,19,4,l → r,rili,syllable omission,4,2,Ap,,,,,,,,,,,,,,,
Aprili,noun,months,Aprele,vowel substitution,25,4,i → e,Apriri,consonant confusion,7,1,l → r,rili,syllable omission,9,5,Ap,,,,,,,,,,,,,,,
Aprili,noun,months,Aprele,vowel substitution,16,4,i → e,Apriri,consonant confusion,6,4,l → r,rili,syllable omission,8,5,Ap,,,,,,,,,,,,,,,
Aprili,noun,months,Aprele,vowel substitution,6,2,i → e,Apriri,consonant confusion,19,5,l → r,rili,syllable omission,6,2,Ap,,,,,,,,,,,,,,,
Aprili,noun,months,Aprele,vowel substitution,19,3,i → e,Apriri,consonant confusion,7,5,l → r,rili,syllable omission,9,4,Ap,,,,,,,,,,,,,,,
Aprili,noun,months,Aprele,vowel substitution,13,2,i → e,Apriri,consonant confusion,7,1,l → r,rili,syllable omission,1,4,Ap,,,,,,,,,,,,,,,
Aprili,noun,months,Aprele,vowel substitution,6,2,i → e,Apriri,consonant confusion,9,5,l → r,rili,syllable omission,3,5,Ap,,,,,,,,,,,,,,,
Aprili,noun,months,Aprele,vowel substitution,16,3,i → e,Apriri,consonant confusion,13,3,l → r,rili,syllable omission,5,2,Ap,,,,,,,,,,,,,,,
Aprili,noun,months,Aprele,vowel substitution,17,2,i → e,Apriri,consonant confusion,11,4,l → r,rili,syllable omission,7,3,Ap,,,,,,,,,,,,,,,
Aprili,noun,months,Aprele,vowel substitution,11,4,i → e,Apriri,consonant confusion,17,2,l → r,rili,syllable omission,8,5,Ap,,,,,,,,,,,,,,,
Aprili,noun,months,Aprele,vowel substitution,19,2,i → e,Apriri,consonant confusion,5,1,l → r,rili,syllable omission,2,4,Ap,,,,,,,,,,,,,,,
Aprili,noun,months,Aprele,vowel substitution,12,4,i → e,Apriri,consonant confusion,15,1,l → r,rili,syllable omission,2,3,Ap,,,,,,,,,,,,,,,
Aprili,noun,months,Aprele,vowel substitution,7,3,i → e,Apriri,consonant confusion,6,1,l → r,rili,syllable omission,5,2,Ap,,,,,,,,,,,,,,,
Aprili,noun,months,Aprele,vowel substitution,8,3,i → e,Apriri,consonant confusion,10,2,l → r,rili,syllable omission,8,3,Ap,,,,,,,,,,,,,,,
Mei,noun,months,Mii,vowel substitution,10,2,e → i,Mee,vowel substitution,10,3,i → e,i,syllable omission,1,4,Me,,,,,,,,,,,,,,,
Mei,noun,months,Mii,vowel substitution,9,5,e → i,Mee,vowel substitution,20,1,i → e,i,syllable omission,5,3,Me,,,,,,,,,,,,,,,
Mei,noun,months,Mii,vowel substitution,13,5,e → i,Mee,vowel substitution,24,3,i → e,i,syllable omission,7,2,Me,,,,,,,,,,,,,,,
Mei,noun,months,Mii,vowel substitution,25,5,e → i,Mee,vowel substitution,22,3,i → e,i,syllable omission,2,2,Me,,,,,,,,,,,,,,,
Mei,noun,months,Mii,vowel substitution,8,3,e → i,Mee,vowel substitution,20,1,i → e,i,syllable omission,3,5,Me,,,,,,,,,,,,,,,
Mei,noun,months,Mii,vowel substitution,8,2,e → i,Mee,vowel substitution,6,2,i → e,i,syllable omission,3,2,Me,,,,,,,,,,,,,,,
